name,target,category
bash-0.wav,3,bash
bash-1.wav,3,bash
bash-10.wav,3,bash
bash-11.wav,3,bash
bash-12.wav,3,bash
bash-13.wav,3,bash
bash-14.wav,3,bash
bash-15.wav,3,bash
bash-16.wav,3,bash
bash-17.wav,3,bash
bash-18.wav,3,bash
bash-19.wav,3,bash
bash-2.wav,3,bash
bash-3.wav,3,bash
bash-4.wav,3,bash
bash-5.wav,3,bash
bash-6.wav,3,bash
bash-7.wav,3,bash
bash-8.wav,3,bash
bash-9.wav,3,bash
dryer-0.wav,4,dryer
dryer-1.wav,4,dryer
dryer-10.wav,4,dryer
dryer-11.wav,4,dryer
dryer-12.wav,4,dryer
dryer-13.wav,4,dryer
dryer-14.wav,4,dryer
dryer-15.wav,4,dryer
dryer-16.wav,4,dryer
dryer-17.wav,4,dryer
dryer-18.wav,4,dryer
dryer-19.wav,4,dryer
dryer-2.wav,4,dryer
dryer-3.wav,4,dryer
dryer-4.wav,4,dryer
dryer-5.wav,4,dryer
dryer-6.wav,4,dryer
dryer-7.wav,4,dryer
dryer-8.wav,4,dryer
dryer-9.wav,4,dryer
other-0.wav,5,other
other-1.wav,5,other
other-10.wav,5,other
other-11.wav,5,other
other-12.wav,5,other
other-13.wav,5,other
other-14.wav,5,other
other-15.wav,5,other
other-16.wav,5,other
other-17.wav,5,other
other-18.wav,5,other
other-19.wav,5,other
other-2.wav,5,other
other-3.wav,5,other
other-4.wav,5,other
other-5.wav,5,other
other-6.wav,5,other
other-7.wav,5,other
other-8.wav,5,other
other-9.wav,5,other
silence-0.wav,0,silence
silence-1.wav,0,silence
silence-10.wav,0,silence
silence-11.wav,0,silence
silence-12.wav,0,silence
silence-13.wav,0,silence
silence-14.wav,0,silence
silence-15.wav,0,silence
silence-16.wav,0,silence
silence-17.wav,0,silence
silence-18.wav,0,silence
silence-19.wav,0,silence
silence-2.wav,0,silence
silence-3.wav,0,silence
silence-4.wav,0,silence
silence-5.wav,0,silence
silence-6.wav,0,silence
silence-7.wav,0,silence
silence-8.wav,0,silence
silence-9.wav,0,silence
tap-0.wav,2,tap
tap-1.wav,2,tap
tap-10.wav,2,tap
tap-11.wav,2,tap
tap-12.wav,2,tap
tap-13.wav,2,tap
tap-14.wav,2,tap
tap-15.wav,2,tap
tap-16.wav,2,tap
tap-17.wav,2,tap
tap-18.wav,2,tap
tap-19.wav,2,tap
tap-2.wav,2,tap
tap-3.wav,2,tap
tap-4.wav,2,tap
tap-5.wav,2,tap
tap-6.wav,2,tap
tap-7.wav,2,tap
tap-8.wav,2,tap
tap-9.wav,2,tap
wc-0A.wav,1,wc
wc-0B.wav,1,wc
wc-0C.wav,1,wc
wc-0D.wav,1,wc
wc-1A.wav,1,wc
wc-1B.wav,1,wc
wc-1C.wav,1,wc
wc-1D.wav,1,wc
wc-2A.wav,1,wc
wc-2B.wav,1,wc
wc-2C.wav,1,wc
wc-2D.wav,1,wc
wc-3A.wav,1,wc
wc-3B.wav,1,wc
wc-3C.wav,1,wc
wc-3D.wav,1,wc
wc-4A.wav,1,wc
wc-4B.wav,1,wc
wc-4C.wav,1,wc
wc-4D.wav,1,wc
