name,target,category
"part1.wav",15,"timbre"
"part2.wav",15,"timbre"
"part3.wav",15,"timbre"
"part4.wav",16,"idle"
"part5.wav",16,"idle"
"part6.wav",16,"idle"
"part7.wav",16,"idle"
"part8.wav",16,"idle"
"part9.wav",16,"idle"
"part10.wav",16,"idle"
"part11.wav",16,"idle"
"part12.wav",16,"idle"
"part13.wav",16,"idle"
"part14.wav",16,"idle"
"part15.wav",16,"idle"
"part16.wav",16,"idle"
"part17.wav",13,"puerta"
"part18.wav",13,"puerta"
"part19.wav",13,"puerta"
"part20.wav",13,"puerta"
"part21.wav",13,"puerta"
"part22.wav",16,"idle"
"part23.wav",16,"idle"
"part24.wav",16,"idle"
"part25.wav",16,"idle"
"part26.wav",16,"idle"
"part27.wav",16,"idle"
"part28.wav",16,"idle"
"part29.wav",16,"idle"
"part30.wav",16,"idle"
"part31.wav",16,"idle"
"part32.wav",16,"idle"
"part33.wav",16,"idle"
"part34.wav",3,"conversacion"
"part35.wav",3,"conversacion"
"part36.wav",3,"conversacion"
"part37.wav",3,"conversacion"
"part38.wav",3,"conversacion"
"part39.wav",3,"conversacion"
"part40.wav",3,"conversacion"
"part41.wav",3,"conversacion"
"part42.wav",3,"conversacion"
"part43.wav",3,"conversacion"
"part44.wav",3,"conversacion"
"part45.wav",3,"conversacion"
"part46.wav",3,"conversacion"
"part47.wav",3,"conversacion"
"part48.wav",3,"conversacion"
"part49.wav",3,"conversacion"
"part50.wav",3,"conversacion"
"part51.wav",3,"conversacion"
"part52.wav",3,"conversacion"
"part53.wav",3,"conversacion"
"part54.wav",16,"idle"
"part55.wav",16,"idle"
"part56.wav",16,"idle"
"part57.wav",16,"idle"
"part58.wav",16,"idle"
"part59.wav",16,"idle"
"part60.wav",16,"idle"
"part61.wav",16,"idle"
"part62.wav",16,"idle"
"part63.wav",16,"idle"
"part64.wav",16,"idle"
"part65.wav",16,"idle"
"part66.wav",16,"idle"
"part67.wav",16,"idle"
"part68.wav",16,"idle"
"part69.wav",16,"idle"
"part70.wav",16,"idle"
"part71.wav",16,"idle"
"part72.wav",16,"idle"
"part73.wav",16,"idle"
"part74.wav",16,"idle"
"part75.wav",16,"idle"
"part76.wav",16,"idle"
"part77.wav",16,"idle"
"part78.wav",16,"idle"
"part79.wav",16,"idle"
"part80.wav",4,"cubiertos_sartenes"
"part81.wav",4,"cubiertos_sartenes"
"part82.wav",4,"cubiertos_sartenes"
"part83.wav",4,"cubiertos_sartenes"
"part84.wav",4,"cubiertos_sartenes"
"part85.wav",4,"cubiertos_sartenes"
"part86.wav",16,"idle"
